#,Symbol,LTP,% Change,High,Low,Open,Qty.,Turnover,Date
149,NTC,"1,313.00",-0.15,"1,346.40","1,301.00","1,320.00","59,319","78,308,616.30",01/05/2022
150,NUBL,"1,196.60",-2.55,"1,246.00","1,196.60","1,246.00","13,872","16,790,275.60",01/05/2022
151,NYADI,382.00,-0.52,397.80,371.00,384.00,"14,924","5,784,544.60",01/05/2022
152,OHL,470.00,-3.09,477.50,470.00,476.20,"3,470","1,648,070.00",01/05/2022
153,PBLD84,"1,021.00",2,"1,021.00","1,021.00","1,021.00",25,"25,525.00",01/05/2022
154,PCBL,360.00,-0.22,368.00,356.00,368.00,"71,257","25,863,284.40",01/05/2022
155,PCBLP,205.00,-1.91,205.00,205.00,205.00,"350,000","71,750,000.00",01/05/2022
156,PFL,452.00,2.63,467.20,444.10,449.20,"25,358","11,508,243.70",01/05/2022
157,PIC,990.00,-1.98,"1,018.90",978.00,"1,010.00","7,176","7,108,611.00",01/05/2022
158,PICL,657.00,-2.95,678.00,650.00,677.00,"13,439","8,888,746.80",01/05/2022
159,PLI,584.00,-2.67,602.00,583.60,600.00,"10,843","6,402,890.00",01/05/2022
160,PLIC,702.10,-3.95,737.00,702.10,731.00,"22,315","16,022,178.60",01/05/2022
161,PMHPL,316.00,0.32,332.90,313.00,318.00,"23,834","7,644,722.90",01/05/2022
162,PPCL,454.90,0.22,465.00,445.00,461.90,"21,081","9,605,905.00",01/05/2022
163,PRIN,804.00,-0.86,819.90,784.00,819.90,"13,931","11,079,845.60",01/05/2022
164,PROFL,360.00,-2.17,372.90,350.00,372.00,"39,967","14,522,779.60",01/05/2022
165,PRVU,319.90,-2.77,334.00,318.00,331.00,"81,901","26,416,439.60",01/05/2022
166,PSF,9.02,-3.01,9.36,9.00,9.16,"64,700","584,700.00",01/05/2022
167,RADHI,573.00,1.06,591.30,566.10,572.00,"44,974","26,061,520.60",01/05/2022
168,RBCL,"17,542.00",-2.54,"18,100.00","17,542.00","18,100.00",470,"8,341,815.00",01/05/2022
169,RBCLPO,"15,893.00",1.49,"15,910.00","15,500.00","15,500.00",395,"6,201,370.00",01/05/2022
170,RHPL,359.00,-0.14,373.00,352.40,366.00,"50,404","18,369,051.80",01/05/2022
171,RLFL,474.00,-0.17,488.90,461.00,480.00,"36,927","17,469,060.90",01/05/2022
172,RLI,521.00,-1.7,537.00,520.00,528.00,"13,610","7,167,630.50",01/05/2022
173,RMDC,"1,200.00",-2.28,"1,229.00","1,191.70","1,211.00","12,495","15,046,888.50",01/05/2022
174,RMF1,9.00,0,9.10,8.91,8.91,"9,292","83,528.50",01/05/2022
175,RSDC,800.00,-3.5,845.50,788.00,845.50,"16,914","13,548,142.50",01/05/2022
176,RURU,931.00,2.65,938.00,910.00,910.00,"1,659","1,540,211.00",01/05/2022
177,SABSL,"1,410.00",-2.02,"1,460.00","1,385.00","1,415.00","2,700","3,806,115.00",01/05/2022
178,SADBL,362.00,-1.63,376.20,358.00,370.00,"91,005","33,216,088.30",01/05/2022
179,SAEF,12.87,-1.38,12.98,12.84,12.84,"50,226","646,363.10",01/05/2022
180,SAHAS,580.00,2.47,608.00,560.60,565.00,"69,522","40,744,392.30",01/05/2022
181,SAND2085,"1,005.00",-1.37,"1,005.00","1,005.00","1,005.00",25,"25,125.00",01/05/2022
182,SANIMA,376.00,-1.54,392.50,373.00,384.00,"80,827","30,871,358.40",01/05/2022
183,SAPDBL,362.00,0.95,378.00,343.00,359.00,"33,791","12,153,691.10",01/05/2022
184,SBCF,8.67,-1.03,8.93,8.61,8.61,"25,439","224,686.27",01/05/2022
185,SBD87,975.00,0,975.00,975.00,975.00,300,"292,500.00",01/05/2022
186,SBI,373.90,-2.88,392.70,367.30,392.00,"34,112","12,830,372.90",01/05/2022
187,SBL,438.00,-2.69,455.00,436.10,455.00,"111,207","49,482,499.20",01/05/2022
188,SCB,489.00,-1.61,515.00,482.20,488.00,"16,531","8,196,669.80",01/05/2022
189,SDBD87,955.00,-1.96,955.00,955.00,955.00,25,"23,875.00",01/05/2022
190,SDLBSL,"1,285.00",-3.02,"1,325.00","1,280.00","1,325.00","2,179","2,821,991.80",01/05/2022
191,SEF,10.34,-2.82,10.50,10.34,10.45,"28,500","297,102.00",01/05/2022
192,SFCL,378.00,3,390.00,369.00,371.00,"43,402","16,449,802.30",01/05/2022
193,SFMF,11.38,-0.52,11.62,11.00,11.22,"19,200","217,220.00",01/05/2022
194,SGI,594.00,-1.41,602.80,585.20,591.00,"7,365","4,348,352.40",01/05/2022
195,SHEL,388.20,-0.97,408.00,381.00,386.00,"11,613","4,613,575.90",01/05/2022
196,SHINE,392.00,-2.73,410.00,390.00,403.00,"66,714","26,577,909.80",01/05/2022
197,SHIVM,"1,523.00",0.2,"1,570.00","1,505.00","1,535.00","122,280","187,262,331.90",01/05/2022
198,SHL,210.30,-1.73,217.00,208.80,214.00,"17,351","3,707,132.80",01/05/2022
199,SHPC,414.00,0,428.00,408.00,414.00,"133,382","55,772,168.80",01/05/2022
200,SIC,"1,266.00",-2.99,"1,305.00","1,266.00","1,305.00","3,279","4,207,784.90",01/05/2022
201,SICL,"1,740.00",0.23,"1,765.00","1,722.00","1,745.00","31,867","55,586,329.70",01/05/2022
202,SIFC,476.00,-1.43,500.00,470.50,490.00,"109,895","53,021,758.90",01/05/2022
203,SIGS2,10.91,-1.71,11.00,10.78,11.00,"55,100","595,581.00",01/05/2022
204,SIL,895.00,-2.4,915.00,890.00,901.10,"7,108","6,405,662.10",01/05/2022
205,SINDU,366.00,-2.92,389.00,363.00,384.00,"27,307","10,270,038.00",01/05/2022
206,SJCL,365.00,-0.82,376.00,348.00,361.00,"36,652","13,490,541.10",01/05/2022
207,SKBBL,"1,285.00",-2.5,"1,340.00","1,280.00","1,320.00","5,493","7,102,011.80",01/05/2022
208,SLBBL,"1,123.90",-2.27,"1,173.00","1,105.10","1,173.00","8,131","9,181,968.30",01/05/2022
209,SLBSL,"1,221.00",-2.71,"1,254.60","1,210.00","1,230.00","1,332","1,629,111.40",01/05/2022
210,SLCF,9.39,0.11,9.39,9.20,9.20,"6,150","56,812.50",01/05/2022
211,SLI,528.00,-0.58,537.90,525.10,531.00,"17,620","9,334,137.70",01/05/2022
212,SLICL,714.90,-1.39,738.00,706.00,738.00,"34,178","24,573,973.90",01/05/2022
213,SMATA,"1,132.00",-1.99,"1,157.00","1,132.00","1,157.00","1,557","1,781,162.50",01/05/2022
214,SMB,"1,846.00",-3.73,"1,954.00","1,840.60","1,954.00",864,"1,662,322.60",01/05/2022
215,SMFBS,"1,936.00",-3.2,"1,961.00","1,933.00","1,961.00",249,"483,382.00",01/05/2022
216,SMFDB,"1,194.70",-2.47,"1,249.00","1,194.70","1,249.00",368,"443,576.10",01/05/2022
217,SPC,449.00,2.05,461.00,433.00,433.00,"6,134","2,746,149.00",01/05/2022
218,SPDL,418.60,2.4,430.00,407.10,410.10,"88,887","37,332,638.80",01/05/2022
219,SRBL,290.00,-2.36,297.00,285.20,297.00,"53,827","15,700,484.10",01/05/2022
220,SRBLD83,"1,010.00",0,"1,010.00","1,010.00","1,010.00",25,"25,250.00",01/05/2022
221,SSHL,314.00,0,328.70,313.00,319.80,"33,052","10,602,480.10",01/05/2022
222,STC,"6,050.00",-2.73,"6,298.80","6,050.00","6,250.00","3,460","21,298,514.10",01/05/2022
223,SWBBL,"1,240.00",-1.82,"1,279.00","1,238.00","1,279.00","7,134","8,897,871.90",01/05/2022
224,TPC,449.00,5.4,460.00,425.00,431.00,"11,440","5,125,003.00",01/05/2022
225,TRH,368.00,-1.87,370.00,361.00,369.00,"6,620","2,402,363.00",01/05/2022
226,UIC,658.00,-1.79,670.00,650.00,670.00,"13,825","9,098,184.00",01/05/2022
227,ULI,647.00,-1.82,672.00,646.00,646.00,"22,432","14,704,260.30",01/05/2022
228,UMHL,378.00,1.61,393.00,372.00,372.00,"191,095","73,528,115.40",01/05/2022
229,UMRH,543.00,3.04,579.70,518.10,527.00,"20,676","11,287,823.00",01/05/2022
230,UNHPL,315.00,-1.25,333.90,315.00,319.00,"15,423","5,003,823.50",01/05/2022
231,UNL,"19,075.00",-0.13,"19,075.00","19,050.00","19,050.00",70,"1,334,498.00",01/05/2022
232,UPCL,361.00,1.12,372.40,351.00,362.00,"80,418","29,302,836.00",01/05/2022
233,UPPER,653.00,-0.31,680.00,646.00,655.00,"216,456","143,517,768.60",01/05/2022
234,USLB,"1,549.00",-0.64,"1,549.00","1,507.10","1,530.20",890,"1,361,539.40",01/05/2022
235,VLBS,"1,322.00",-4.55,"1,399.00","1,322.00","1,399.00","2,333","3,109,266.80",01/05/2022
1,ACLBSL,"1,399.00",2.12,"1,400.00","1,355.00","1,355.00","2,275","3,133,870.00",01/06/2022
2,ADBL,421.00,0.48,422.00,415.50,420.00,"37,485","15,665,637.00",01/06/2022
3,ADBLD83,"1,050.00",0,"1,060.00","1,050.00","1,060.00",225,"238,250.00",01/06/2022
4,AHPC,458.10,1.8,463.00,435.10,451.00,"191,377","87,278,017.40",01/06/2022
5,AIL,688.00,0.28,698.00,675.00,675.00,"4,027","2,775,505.70",01/06/2022
6,AKJCL,290.00,1.4,291.70,280.00,281.10,"80,948","23,379,665.90",01/06/2022
7,AKPL,526.00,2.33,527.00,509.00,514.00,"118,617","61,834,261.70",01/06/2022
8,ALBSL,"1,487.00",1.85,"1,488.00","1,431.00","1,431.00","1,842","2,708,531.80",01/06/2022
9,ALICL,"1,180.00",0.86,"1,189.00","1,168.00","1,170.00","8,947","10,560,936.60",01/06/2022
10,API,491.00,2.94,491.50,468.00,477.00,"337,718","163,706,668.50",01/06/2022
11,BARUN,469.00,-0.42,474.90,463.00,474.90,"9,536","4,481,706.00",01/06/2022
12,BBC,"5,090.00",-2.15,"5,100.00","5,031.00","5,098.00",449,"2,284,600.00",01/06/2022
13,BFC,474.00,3.04,475.00,450.80,450.80,"30,925","14,526,568.00",01/06/2022
14,BNT,"15,700.00",-1.57,"16,250.00","15,700.00","16,250.00",331,"5,276,675.00",01/06/2022
15,BOKL,291.90,3.51,292.00,281.00,281.00,"43,100","12,355,274.60",01/06/2022
16,BPCL,430.90,1.39,433.00,420.00,420.00,"13,157","5,636,316.30",01/06/2022
17,CBBL,"1,250.00",-0.41,"1,268.00","1,248.00","1,256.00","14,433","18,110,114.60",01/06/2022
18,CBL,256.00,3.14,260.00,246.00,247.00,"111,467","28,195,359.10",01/06/2022
19,CCBL,250.00,5.49,252.40,234.10,234.10,"147,036","36,203,696.10",01/06/2022
20,CCBLPO,120.00,0,120.00,120.00,120.00,632,"75,840.00",01/06/2022
21,CFCL,435.00,1.4,435.50,423.00,425.00,"17,255","7,411,953.50",01/06/2022
22,CGH,"1,515.00",4.92,"1,565.00","1,444.00","1,449.00","15,467","23,256,537.00",01/06/2022
23,CHCL,498.00,1.63,508.90,490.00,490.00,"40,138","19,981,660.90",01/06/2022
24,CHDC,850.00,0.35,861.90,839.00,850.00,"29,177","24,720,185.80",01/06/2022
25,CHL,417.80,-0.02,426.00,411.00,426.00,"10,540","4,378,301.30",01/06/2022
26,CIT,"3,345.00",3.18,"3,375.00","3,190.00","3,231.00","25,808","85,522,003.80",01/06/2022
27,CMF1,9.60,0,9.78,9.45,9.78,"23,500","225,337.00",01/06/2022
28,CMF2,10.10,3.59,10.10,9.75,9.75,"5,950","59,116.50",01/06/2022
29,CORBL,904.00,-1.74,925.00,902.00,921.00,"18,234","16,590,672.20",01/06/2022
30,CZBIL,302.00,3.04,302.00,289.00,290.00,"83,901","25,018,239.40",01/06/2022
31,DDBL,"1,206.00",0.5,"1,212.00","1,178.10","1,180.00","9,831","11,812,654.90",01/06/2022
32,DHPL,283.00,1.04,291.40,280.30,285.70,"31,453","8,998,455.60",01/06/2022
33,EBL,614.00,2.85,618.00,588.40,598.00,"40,796","24,616,154.70",01/06/2022
34,EDBL,533.00,-0.36,545.50,524.00,545.50,"6,313","3,363,838.50",01/06/2022
35,EIC,676.00,2.42,676.00,650.10,660.00,"4,180","2,788,091.00",01/06/2022
36,EICPO,409.50,-2.08,417.80,409.50,409.90,31,"12,781.50",01/06/2022
37,FMDBL,900.00,4.65,900.00,827.00,843.00,"33,975","29,625,355.00",01/06/2022
38,FOWAD,"2,070.00",0.49,"2,080.00","2,020.00","2,030.00","3,801","7,847,576.00",01/06/2022
39,GBBL,573.30,3.3,575.00,550.00,555.00,"164,876","93,359,787.30",01/06/2022
40,GBD80/81,"1,025.00",0.49,"1,025.00","1,020.00","1,020.00",250,"256,125.00",01/06/2022
41,GBIME,330.00,3.09,332.00,315.00,320.00,"95,091","30,792,775.60",01/06/2022
42,GBLBS,990.00,4.21,990.00,938.00,940.00,"8,667","8,379,073.50",01/06/2022
43,GFCL,595.00,0.85,600.00,580.00,580.00,"18,065","10,782,545.50",01/06/2022
44,GHL,325.00,1.56,337.90,313.60,313.60,"5,790","1,870,847.20",01/06/2022
45,GIC,604.00,-0.82,612.00,587.00,596.90,"2,260","1,358,097.00",01/06/2022
46,GILB,"1,678.00",1.76,"1,680.00","1,610.00","1,617.00","1,090","1,803,385.90",01/06/2022
47,GIMES1,10.80,0.75,10.93,10.60,10.70,"72,700","786,435.50",01/06/2022
48,GLBSL,"1,345.00",1.51,"1,345.00","1,299.00","1,299.00",225,"298,195.00",01/06/2022
49,GLH,407.00,0.52,410.00,399.00,410.00,"7,150","2,887,899.00",01/06/2022
50,GLICL,574.00,0.53,580.00,567.00,579.00,"14,640","8,435,136.00",01/06/2022
51,GMFBS,"1,260.00",1.37,"1,260.00","1,242.00","1,242.00",384,"478,272.00",01/06/2022
52,GMFIL,456.00,0.34,462.00,436.50,445.40,"21,423","9,703,065.20",01/06/2022
53,GRDBL,352.00,0.86,355.00,349.00,349.00,"6,990","2,457,861.00",01/06/2022
54,GRDBLP,177.00,0,177.00,177.00,177.00,"7,500","1,327,500.00",01/06/2022
55,GUFL,765.00,-0.64,784.00,760.00,760.00,"58,544","45,115,154.40",01/06/2022
56,HBLD83,"1,061.80",-1.99,"1,061.80","1,061.80","1,061.80",100,"106,180.00",01/06/2022
57,HDHPC,320.30,0.72,323.90,311.70,311.70,"70,181","22,460,723.60",01/06/2022
58,HDL,"4,170.00",0.7,"4,193.00","4,121.00","4,141.00","21,060","87,794,523.70",01/06/2022
59,HGI,655.00,0.15,665.00,648.00,659.00,"12,436","8,144,953.80",01/06/2022
60,HIDCL,274.00,2.16,276.00,266.00,268.20,"217,480","59,492,701.30",01/06/2022
61,HPPL,470.90,4.64,478.30,441.00,442.00,"35,142","16,188,697.70",01/06/2022
62,HURJA,419.00,0.24,425.00,408.70,425.00,"2,248","938,689.00",01/06/2022
63,ICFC,614.00,1.45,617.00,595.00,597.10,"45,566","27,864,070.90",01/06/2022
64,ICFCD83,"1,165.00",0.43,"1,165.00","1,165.00","1,165.00",50,"58,250.00",01/06/2022
65,IGI,"1,059.00",1.15,"1,066.00","1,030.50","1,030.50","23,311","24,603,175.90",01/06/2022
66,ILBS,"1,393.90",0.28,"1,417.80","1,370.00","1,417.80","1,496","2,060,918.40",01/06/2022
67,JBBL,426.00,1.91,428.00,412.20,418.00,"81,785","34,392,021.00",01/06/2022
68,JBLB,"4,420.00",0.45,"4,460.00","4,320.00","4,360.00","6,775","29,963,179.10",01/06/2022
69,JFL,622.00,1.14,624.80,602.70,605.00,"18,178","11,232,259.00",01/06/2022
70,JLI,665.00,3.89,668.10,617.00,627.30,"33,471","21,943,436.80",01/06/2022
71,JOSHI,306.00,1.97,307.00,295.00,298.00,"73,855","22,265,672.50",01/06/2022
72,JSLBB,"2,460.00",-0.81,"2,480.00","2,410.00","2,480.00","1,118","2,732,224.20",01/06/2022
73,KBL,269.80,3.37,270.30,255.80,261.00,"99,590","26,330,960.60",01/06/2022
74,KBLPO,149.00,0,149.00,149.00,149.00,"63,000","10,995,390.00",01/06/2022
75,KEF,9.02,-1.64,9.33,9.01,9.01,"18,094","163,751.88",01/06/2022
76,KKHC,287.00,1.77,290.00,278.00,282.00,"11,932","3,403,335.00",01/06/2022
77,KLBSL,"1,410.00",-1.33,"1,430.00","1,401.00","1,401.00",963,"1,362,144.00",01/06/2022
78,KMCDB,"1,196.00",1.44,"1,196.00","1,155.00","1,156.00","2,468","2,898,267.00",01/06/2022
79,KPCL,465.00,1.11,469.10,450.00,451.00,"13,394","6,139,317.30",01/06/2022
80,KRBL,400.00,3.73,400.80,378.00,378.00,"20,822","8,211,032.00",01/06/2022
81,KSBBL,486.00,2.53,491.60,466.00,474.00,"84,786","40,726,679.00",01/06/2022
82,LBBL,498.00,2.32,500.00,479.00,479.00,"92,490","45,445,688.00",01/06/2022
83,LBL,308.00,2.67,308.00,294.40,298.80,"34,008","10,279,217.60",01/06/2022
84,LBLD86,"1,010.00",0.5,"1,025.00","1,010.00","1,024.00",90,"92,000.00",01/06/2022
85,LEC,325.00,1.25,328.00,315.10,315.10,"13,124","4,236,835.90",01/06/2022
86,LEMF,10.00,1.52,10.03,10.00,10.03,"4,600","46,033.00",01/06/2022
87,LGIL,690.00,1.17,695.00,670.00,670.00,"7,601","5,201,453.90",01/06/2022
88,LICN,"2,008.00",-0.59,"2,015.00","1,980.00","1,980.00","2,418","4,827,318.10",01/06/2022
89,LLBS,"1,520.00",0.66,"1,533.00","1,486.00","1,510.00","2,139","3,241,212.00",01/06/2022
90,LUK,9.97,3.85,9.97,9.56,9.79,"7,000","67,977.00",01/06/2022
91,MBJC,235.60,9.99,235.60,214.20,214.20,445,"103,420.70",01/06/2022
92,MBL,340.40,1.31,341.00,333.00,336.00,"104,228","35,193,737.30",01/06/2022
93,MBLD2085,"1,021.00",-1.83,"1,021.00","1,021.00","1,021.00",25,"25,525.00",01/06/2022
94,MDB,504.00,1.2,504.00,478.40,488.10,"15,831","7,817,519.90",01/06/2022
95,MEGA,304.80,1.26,305.00,293.00,297.00,"89,486","26,895,875.80",01/06/2022
96,MEN,"1,120.00",5.22,"1,149.00","1,065.00","1,065.00","12,273","13,738,227.60",01/06/2022
97,MERO,"1,141.00",1.15,"1,152.00","1,087.00","1,120.00","7,692","8,684,332.00",01/06/2022
98,MFIL,664.00,0.61,673.00,650.00,650.00,"19,995","13,270,191.40",01/06/2022
99,MHNL,430.00,1.61,434.00,414.90,414.90,"4,299","1,834,814.50",01/06/2022
100,MKJC,474.30,6.58,474.30,428.00,445.00,"7,956","3,649,732.50",01/06/2022
101,MKLB,"1,510.00",2.51,"1,588.60","1,420.00","1,444.00","3,484","5,118,705.00",01/06/2022
102,MLBBL,"1,651.00",0.67,"1,651.00","1,625.00","1,640.00",692,"1,133,394.00",01/06/2022
103,MLBL,486.10,0.64,492.40,473.40,473.50,"61,001","29,673,895.30",01/06/2022
104,MLBS,"1,388.00",-0.14,"1,400.00","1,363.00","1,363.00",960,"1,331,637.00",01/06/2022
105,MLBSL,"3,575.00",0.28,"3,600.00","3,505.00","3,565.00",616,"2,199,635.00",01/06/2022
106,MMF1,9.10,0,9.28,9.00,9.00,"25,700","232,720.00",01/06/2022
107,MMFDB,"1,360.00",1.27,"1,378.10","1,340.00","1,343.00","4,772","6,482,568.90",01/06/2022
108,MNBBL,536.00,1.52,536.00,525.00,525.00,"48,131","25,594,951.20",01/06/2022
109,MPFL,420.00,1.45,425.00,405.00,420.90,"9,771","4,065,143.50",01/06/2022
110,MSLB,"1,542.00",0.26,"1,550.00","1,520.10","1,520.10",344,"530,318.20",01/06/2022
111,NABBC,494.00,0,503.90,475.00,494.00,"2,200","1,087,170.40",01/06/2022
112,NABIL,"1,114.00",0.19,"1,123.00","1,099.60","1,111.00","67,780","75,380,074.60",01/06/2022
113,NBB,399.00,0.63,404.00,392.30,404.00,"104,973","41,948,309.80",01/06/2022
114,NBBD2085,"1,040.00",-3.53,"1,056.50","1,040.00","1,056.50",90,"94,425.00",01/06/2022
115,NBF2,10.51,0.1,10.59,10.50,10.50,"10,075","106,035.25",01/06/2022
116,NBF3,9.60,1.48,9.75,9.32,9.32,"48,880","468,674.10",01/06/2022
117,NBL,373.00,2.22,373.90,356.00,357.70,"230,543","83,739,750.20",01/06/2022
118,NCCB,276.50,1.28,278.00,267.60,273.00,"83,786","22,847,259.90",01/06/2022
119,NEF,10.50,-0.1,10.60,10.43,10.60,"4,342","45,737.24",01/06/2022
120,NFS,575.30,10,575.30,519.00,532.00,"47,484","26,282,736.40",01/06/2022
121,NFSPO,279.00,0,279.00,279.00,279.00,"49,500","13,810,500.00",01/06/2022
122,NGPL,645.00,0.94,649.00,624.30,637.00,"40,979","26,156,537.20",01/06/2022
123,NHDL,408.00,1.37,412.00,396.10,402.00,"28,429","11,510,929.50",01/06/2022
124,NHPC,362.00,3.43,365.00,346.00,353.00,"180,086","64,662,853.60",01/06/2022
125,NIBD84,930.60,-0.03,931.00,930.20,930.20,105,"97,711.00",01/06/2022
126,NIBLPF,10.20,1.19,10.28,10.09,10.27,"9,472","96,463.16",01/06/2022
127,NIBSF1,12.41,-0.24,12.51,12.40,12.44,"112,990","1,406,723.11",01/06/2022
128,NIBSF2,9.36,2.07,9.36,8.91,8.99,"28,000","253,342.00",01/06/2022
129,NICA,838.00,5.41,839.00,782.00,782.00,"178,781","145,219,148.40",01/06/2022
130,NICAD8283,"1,065.00",1.43,"1,065.00","1,065.00","1,065.00",100,"106,500.00",01/06/2022
131,NICBF,10.78,0.37,10.88,10.63,10.88,"1,400","15,164.00",01/06/2022
132,NICD83/84,"1,005.00",-1.47,"1,005.00","1,005.00","1,005.00",30,"30,150.00",01/06/2022
133,NICGF,11.36,-1.39,11.36,11.29,11.29,"21,650","244,488.00",01/06/2022
134,NICL,804.00,1.77,806.50,777.00,792.00,"19,560","15,643,139.60",01/06/2022
135,NICLBSL,"1,209.00",1.6,"1,211.00","1,170.20","1,200.00","17,760","21,167,035.80",01/06/2022
136,NICSF,9.12,2.01,9.18,8.77,8.77,"33,300","296,537.50",01/06/2022
137,NIFRA,308.00,0.03,311.00,301.80,305.00,"72,266","22,241,675.90",01/06/2022
138,NIL,"1,199.00",2.04,"1,205.00","1,162.30","1,175.00","20,631","24,577,124.10",01/06/2022
139,NLBBL,"1,118.00",2.1,"1,125.00","1,082.60","1,082.60","2,718","3,027,023.90",01/06/2022
140,NLG,865.00,0.35,865.00,848.00,848.10,"5,528","4,754,721.40",01/06/2022
141,NLIC,"1,579.00",0.7,"1,585.00","1,560.00","1,568.00","41,288","65,028,140.30",01/06/2022
142,NLICL,980.00,0.31,985.00,963.00,977.00,"15,442","15,089,253.00",01/06/2022
143,NMB,352.00,0.86,354.00,345.50,349.00,"71,121","24,894,084.50",01/06/2022
144,NMB50,12.12,1.76,12.12,11.86,11.86,"83,659","1,007,980.10",01/06/2022
145,NMBHF1,11.35,0,11.57,11.35,11.54,"62,556","714,221.20",01/06/2022
146,NMBMF,"1,100.00",0.92,"1,116.00","1,070.00","1,089.00","2,046","2,236,950.40",01/06/2022
147,NMFBS,"3,599.50",3.73,"3,625.00","3,466.00","3,470.00","28,133","100,036,251.00",01/06/2022
148,NRIC,"1,154.00",0.52,"1,160.00","1,130.00","1,159.00","38,375","44,187,196.90",01/06/2022
149,NRN,574.00,1.41,580.00,555.10,577.00,"7,993","4,569,276.60",01/06/2022
150,NSLB,"1,340.00",3.08,"1,352.50","1,274.00","1,290.00","1,661","2,208,781.60",01/06/2022
151,NTC,"1,331.00",1.37,"1,334.00","1,300.60","1,327.00","56,637","74,856,032.10",01/06/2022
152,NUBL,"1,200.00",0.28,"1,208.00","1,180.00","1,195.00","7,532","9,044,019.40",01/06/2022
153,NYADI,393.00,2.88,393.00,369.10,375.00,"11,525","4,478,146.20",01/06/2022
154,OHL,485.00,3.19,485.00,471.00,477.00,"6,015","2,887,191.90",01/06/2022
155,PBLD84,"1,022.00",0.1,"1,022.00","1,022.00","1,022.00","1,240","1,267,280.00",01/06/2022
156,PCBL,364.00,1.11,366.00,352.80,352.80,"47,157","17,101,300.50",01/06/2022
157,PFL,468.00,3.54,477.00,443.00,445.00,"15,341","7,022,395.30",01/06/2022
158,PIC,"1,009.00",1.92,"1,009.00",970.20,971.00,"8,853","8,837,002.80",01/06/2022
159,PICL,669.00,1.83,669.00,650.00,650.00,"3,607","2,386,452.80",01/06/2022
160,PLI,589.00,0.86,592.50,576.00,584.00,"8,546","5,016,692.30",01/06/2022
161,PLIC,713.90,1.68,716.00,705.00,716.00,"7,340","5,226,458.10",01/06/2022
162,PMHPL,328.00,3.8,328.30,311.00,311.10,"67,217","21,551,531.00",01/06/2022
163,PPCL,451.00,-0.86,459.90,441.80,459.90,"10,834","4,924,872.00",01/06/2022
164,PRIN,798.10,-0.73,807.00,790.00,807.00,"4,858","3,878,006.60",01/06/2022
165,PROFL,360.10,0.03,365.00,355.00,360.00,"22,883","8,261,018.10",01/06/2022
166,PRVU,325.00,1.59,328.00,313.60,314.00,"56,965","18,457,372.10",01/06/2022
167,PSF,9.03,0.11,9.46,8.90,8.90,"9,700","89,076.00",01/06/2022
168,RADHI,587.00,2.44,591.50,562.00,573.00,"25,445","14,787,229.40",01/06/2022
169,RBCL,"18,725.00",6.74,"18,725.00","17,880.00","17,880.00","2,408","44,460,353.00",01/06/2022
170,RBCLPO,"16,990.00",6.9,"17,120.00","15,900.00","15,960.00","2,254","37,609,854.00",01/06/2022
171,RHPL,367.00,2.23,369.00,353.00,353.00,"41,708","15,195,988.80",01/06/2022
172,RLFL,476.00,0.42,484.00,460.00,464.60,"33,583","15,865,117.40",01/06/2022
173,RLI,523.10,0.4,528.00,500.00,517.10,"7,605","3,946,885.10",01/06/2022
174,RMDC,"1,203.20",0.27,"1,210.00","1,182.10","1,182.10","4,982","5,976,287.80",01/06/2022
175,RMF1,9.35,3.89,9.54,9.18,9.18,"24,900","232,711.00",01/06/2022
176,RSDC,810.00,1.25,816.00,780.00,816.00,"11,270","8,965,488.40",01/06/2022
177,RURU,926.00,-0.54,940.00,921.00,932.00,330,"306,030.00",01/06/2022
178,SABSL,"1,400.00",-0.71,"1,415.00","1,382.00","1,382.00",820,"1,149,059.80",01/06/2022
179,SADBL,372.00,2.76,375.00,356.00,356.00,"71,914","26,439,330.80",01/06/2022
180,SAEF,13.31,3.42,13.31,13.02,13.05,"83,100","1,094,188.00",01/06/2022
181,SAHAS,607.00,4.66,608.00,569.00,570.00,"67,178","40,122,758.10",01/06/2022
182,SANIMA,378.00,0.53,381.90,375.00,377.00,"61,095","23,092,370.80",01/06/2022
183,SAPDBL,360.00,-0.55,365.00,347.80,354.80,"15,440","5,559,797.00",01/06/2022
184,SBCF,8.83,1.85,8.84,8.50,8.50,"20,829","181,255.96",01/06/2022
185,SBD87,980.00,0.51,980.00,980.00,980.00,50,"49,000.00",01/06/2022
186,SBI,391.00,4.57,392.00,366.00,373.90,"58,906","22,672,717.90",01/06/2022
187,SBIBD86,"1,024.50",-0.05,"1,024.50","1,004.50","1,004.50",230,"235,035.00",01/06/2022
188,SBL,451.10,2.99,452.00,434.00,440.00,"146,497","65,311,890.50",01/06/2022
189,SBLD84,942.00,-1.94,942.00,942.00,942.00,30,"28,260.00",01/06/2022
190,SCB,510.00,4.29,525.00,480.00,480.00,"31,673","15,905,067.20",01/06/2022
191,SDBD87,980.00,2.62,980.00,970.00,974.10,100,"97,452.50",01/06/2022
192,SDLBSL,"1,275.10",-0.77,"1,312.00","1,261.20","1,261.20","2,068","2,657,352.00",01/06/2022
193,SEF,10.45,1.06,10.60,10.40,10.40,800,"8,365.00",01/06/2022
194,SFCL,380.00,0.53,385.00,372.00,384.00,"24,572","9,268,413.90",01/06/2022
195,SFMF,11.38,0,11.39,11.20,11.20,"6,380","72,242.20",01/06/2022
196,SGI,588.00,-1.01,600.00,583.00,594.00,"3,515","2,074,528.00",01/06/2022
