#,Symbol,LTP,% Change,High,Low,Open,Qty.,Turnover,Date
77,KMCDB,"1,217.00",0.75,"1,230.90","1,202.10","1,208.00","1,127","1,374,329.10",03/07/2022
78,KPCL,510.00,0.2,519.00,505.00,518.90,"2,796","1,425,114.00",03/07/2022
79,KRBL,379.00,0,391.90,376.40,386.50,"2,366","900,536.00",03/07/2022
80,KSBBL,459.00,-0.76,473.90,458.00,465.00,"23,220","10,778,732.60",03/07/2022
81,LBBL,450.00,-1.1,464.10,448.00,464.10,"45,021","20,397,825.30",03/07/2022
82,LBL,262.00,0,265.00,260.00,265.00,"20,459","5,363,755.60",03/07/2022
83,LEC,372.00,0.54,372.00,356.00,369.00,"13,491","4,921,605.00",03/07/2022
84,LEMF,10.29,-0.96,10.59,10.29,10.59,"54,200","561,490.00",03/07/2022
85,LGIL,661.20,-1.9,684.00,661.10,684.00,"7,360","4,899,331.20",03/07/2022
86,LICN,"1,807.90",-1.58,"1,849.90","1,764.00","1,809.00","5,235","9,351,573.00",03/07/2022
87,LLBS,"1,331.00",0.73,"1,351.00","1,320.80","1,347.70",852,"1,134,242.60",03/07/2022
88,LUK,10.05,-0.2,10.05,10.04,10.04,"1,250","12,552.50",03/07/2022
89,MBJC,389.00,-2.75,408.00,375.00,408.00,"68,379","26,584,194.40",03/07/2022
90,MBL,292.00,0,296.00,286.20,286.20,"39,328","11,465,114.50",03/07/2022
91,MDB,460.00,-1.92,478.00,460.00,478.00,"7,007","3,267,663.40",03/07/2022
92,MEGA,261.00,0,265.00,259.00,261.00,"40,010","10,471,345.10",03/07/2022
93,MEN,"1,050.00",-0.47,"1,076.00","1,036.50","1,050.00","2,065","2,161,446.00",03/07/2022
94,MERO,"1,000.00",0.01,"1,014.90",995.00,"1,000.00","4,559","4,576,025.90",03/07/2022
95,MFIL,611.00,-1.29,627.90,603.00,625.00,"18,175","11,136,007.90",03/07/2022
96,MFLD85,923.00,1.99,923.00,920.00,920.00,110,"101,230.00",03/07/2022
97,MHNL,418.00,-3.46,441.60,416.00,441.60,"10,929","4,624,231.50",03/07/2022
98,MKJC,665.00,0.3,676.20,644.00,676.20,"14,258","9,430,232.70",03/07/2022
99,MKLB,"1,290.00",1.89,"1,317.20","1,250.10","1,250.10",620,"799,209.00",03/07/2022
100,MLBBL,"1,541.00",0.06,"1,570.00","1,541.00","1,570.00",305,"475,950.00",03/07/2022
101,MLBL,447.00,-0.22,456.00,447.00,456.00,"23,330","10,477,984.20",03/07/2022
102,MLBS,"1,349.00",1.06,"1,352.00","1,321.00","1,340.00",300,"401,799.00",03/07/2022
103,MLBSL,"3,600.00",1.41,"3,621.00","3,560.00","3,620.00","1,508","5,435,706.60",03/07/2022
104,MMF1,8.87,1.95,8.87,8.67,8.70,"12,072","106,132.50",03/07/2022
105,MMFDB,"1,219.90",-0.01,"1,223.00","1,181.10","1,202.00","4,265","5,110,764.20",03/07/2022
106,MNBBL,485.50,-0.51,495.00,485.00,490.00,"33,214","16,243,015.20",03/07/2022
107,MPFL,379.00,-0.26,382.70,370.00,380.20,"6,559","2,475,336.90",03/07/2022
108,MSLB,"1,420.00",1.07,"1,460.00","1,385.10","1,433.10",302,"425,177.30",03/07/2022
109,NABBC,503.00,1.6,521.00,496.20,500.00,"1,519","761,994.50",03/07/2022
110,NABIL,"1,011.90",0.9,"1,012.00","1,000.00","1,010.00","47,036","47,341,531.00",03/07/2022
111,NBF2,10.70,-0.19,10.75,10.70,10.72,"113,110","1,210,591.00",03/07/2022
112,NBF3,9.02,0.56,9.14,8.96,9.00,"33,200","300,338.00",03/07/2022
113,NBL,336.00,1.88,339.80,331.00,331.90,"293,629","98,789,007.70",03/07/2022
114,NCCB,248.90,-0.44,254.80,247.50,254.80,"23,881","5,958,322.90",03/07/2022
115,NCCD86,955.00,0,955.00,936.00,936.00,123,"117,070.00",03/07/2022
116,NEF,10.90,-0.09,10.91,10.70,10.91,"76,989","825,497.79",03/07/2022
117,NFS,640.00,0.31,649.00,621.10,649.00,"12,161","7,667,660.30",03/07/2022
118,NGPL,607.00,0.68,615.00,600.00,610.00,"50,984","30,944,453.50",03/07/2022
119,NHDL,500.00,-1.77,519.00,499.00,515.00,"22,851","11,547,126.20",03/07/2022
120,NHPC,313.80,-1.94,330.00,313.60,325.00,"124,196","39,549,983.00",03/07/2022
121,NIBD2082,"1,000.00",-0.3,"1,000.00",990.00,990.00,165,"163,600.00",03/07/2022
122,NIBLPF,10.51,-1.78,10.72,10.51,10.70,"18,371","194,476.46",03/07/2022
123,NIBSF2,8.92,-2.3,9.00,8.82,9.00,"1,500","13,455.00",03/07/2022
124,NICA,774.00,0.78,774.90,747.00,770.00,"138,577","105,027,582.70",03/07/2022
125,NICAD8283,"1,010.00",-0.98,"1,010.00","1,010.00","1,010.00",75,"75,750.00",03/07/2022
126,NICBF,10.55,0.09,10.70,10.55,10.70,"19,675","208,824.50",03/07/2022
127,NICL,763.00,-0.65,776.80,762.00,776.00,"4,189","3,229,766.10",03/07/2022
128,NICLBSL,"1,030.00",-1.44,"1,052.00","1,030.00","1,031.00","8,441","8,739,567.10",03/07/2022
129,NICSF,8.73,-0.23,8.80,8.72,8.75,"1,200","10,498.00",03/07/2022
130,NIFRA,330.00,-0.3,337.00,328.00,332.00,"107,525","35,725,929.50",03/07/2022
131,NIL,"1,100.00",0.64,"1,110.00","1,094.00","1,095.00","11,958","13,210,967.80",03/07/2022
132,NLBBL,"1,015.00",-1.93,"1,050.00","1,014.30","1,050.00","4,224","4,310,741.80",03/07/2022
133,NLG,829.00,-0.84,850.00,820.00,850.00,"3,559","2,937,623.50",03/07/2022
134,NLIC,"1,155.00",-0.35,"1,181.00","1,152.00","1,170.10","94,907","110,625,018.00",03/07/2022
135,NLICL,819.00,-1.68,836.00,811.00,835.00,"10,252","8,438,018.10",03/07/2022
136,NLICLP,591.00,0,591.00,591.00,591.00,"32,430","14,199,873.00",03/07/2022
137,NMB,309.00,-0.03,315.00,309.00,309.00,"22,309","6,929,458.00",03/07/2022
138,NMB50,12.19,0.08,12.25,12.17,12.17,"2,900","35,498.00",03/07/2022
139,NMBHF1,11.35,-0.26,11.39,11.35,11.37,"30,926","351,523.50",03/07/2022
140,NMBMF,955.00,0.84,965.00,947.00,965.00,669,"638,456.60",03/07/2022
141,NMFBS,"2,350.00",-1.14,"2,400.00","2,330.00","2,370.00","3,152","7,413,898.00",03/07/2022
142,NRIC,"1,087.80",-1.47,"1,115.00","1,087.00","1,104.00","28,262","31,067,975.60",03/07/2022
143,NRN,675.00,-2.03,694.00,666.00,680.00,"17,052","11,529,695.50",03/07/2022
144,NSLB,"1,280.00",-0.76,"1,315.50","1,270.00","1,315.00",903,"1,175,011.20",03/07/2022
145,NTC,"1,689.00",3.18,"1,695.00","1,632.00","1,643.00","75,648","126,276,486.70",03/07/2022
146,NUBL,"1,101.00",-0.9,"1,119.00","1,092.00","1,111.00","9,643","10,640,657.10",03/07/2022
147,NYADI,486.00,-0.41,497.50,478.30,497.50,"8,970","4,355,912.50",03/07/2022
148,OHL,452.00,-1.95,470.00,452.00,470.00,"4,174","1,903,541.00",03/07/2022
149,PBD85,894.70,1.99,894.70,894.70,894.70,10,"8,947.00",03/07/2022
150,PCBL,319.90,0.25,323.00,315.70,315.70,"20,734","6,634,146.20",03/07/2022
151,PFL,478.00,-0.21,493.90,476.10,488.50,"4,346","2,096,548.80",03/07/2022
152,PIC,835.00,-1.76,867.00,834.00,867.00,"4,525","3,815,447.70",03/07/2022
153,PICL,619.80,-0.59,628.50,600.90,628.50,"56,195","34,039,448.80",03/07/2022
154,PLI,538.20,-2.68,558.00,538.00,555.00,"5,917","3,225,951.00",03/07/2022
155,PLIC,643.90,-1.69,668.00,640.00,668.00,"7,638","4,944,983.00",03/07/2022
156,PMHPL,329.00,-4.47,349.90,325.50,349.00,"10,473","3,492,901.00",03/07/2022
157,PPCL,418.00,-6.9,441.00,410.50,440.10,"246,739","104,227,079.90",03/07/2022
158,PRIN,760.00,-0.52,775.00,755.00,775.00,"3,287","2,502,248.50",03/07/2022
159,PROFL,333.30,-1.1,346.00,333.30,343.00,"12,794","4,313,456.00",03/07/2022
160,PRVU,294.00,0.34,297.00,288.00,295.00,"118,944","34,757,042.10",03/07/2022
161,PSF,8.94,-0.67,8.95,8.90,8.91,"47,050","419,808.00",03/07/2022
162,RADHI,601.00,-0.83,620.00,598.00,618.10,"24,144","14,606,915.20",03/07/2022
163,RBCL,"16,495.00",1.38,"16,500.00","16,299.10","16,499.00",316,"5,194,460.90",03/07/2022
164,RHPL,370.00,-1.33,382.00,368.00,375.00,"38,612","14,320,969.60",03/07/2022
165,RLFL,416.10,-1.63,431.00,416.00,430.00,"12,670","5,346,186.50",03/07/2022
166,RLI,523.60,-2.86,540.00,523.10,540.00,"16,348","8,656,363.00",03/07/2022
167,RMDC,"1,029.00",1.38,"1,036.40",994.70,994.70,"2,815","2,892,602.60",03/07/2022
168,RMF1,8.89,-0.11,8.90,8.73,8.73,"7,600","67,312.00",03/07/2022
169,RSDC,673.00,-0.74,705.30,672.00,691.50,"2,530","1,721,144.50",03/07/2022
170,RURU,"1,013.00",-0.33,"1,035.00","1,000.10","1,035.00",724,"730,491.50",03/07/2022
171,SABSL,"1,310.00",0.77,"1,325.00","1,290.00","1,290.00",192,"251,846.00",03/07/2022
172,SADBL,363.00,-0.82,374.00,363.00,373.00,"26,292","9,637,756.90",03/07/2022
173,SAEF,12.90,0.86,12.91,12.78,12.78,"79,900","1,029,040.00",03/07/2022
174,SAHAS,610.00,-0.81,627.00,608.00,627.00,"22,758","14,052,026.90",03/07/2022
175,SANIMA,325.10,-0.28,332.00,323.00,332.00,"55,568","18,174,327.90",03/07/2022
176,SAPDBL,315.00,0,320.00,311.00,314.00,"8,531","2,700,759.90",03/07/2022
177,SBCF,8.60,-0.58,8.81,8.50,8.70,"14,752","127,820.42",03/07/2022
178,SBI,348.90,-0.88,355.10,348.00,355.10,"6,704","2,338,228.00",03/07/2022
179,SBL,400.00,-0.15,405.00,392.60,392.60,"56,020","22,375,184.60",03/07/2022
180,SBLPO,270.00,0,270.00,270.00,270.00,"11,348","3,063,960.00",03/07/2022
181,SCB,456.00,0.22,464.10,456.00,464.00,"8,992","4,127,503.50",03/07/2022
182,SDBD87,878.00,-0.79,880.00,878.00,880.00,125,"109,785.50",03/07/2022
183,SDLBSL,"1,230.50",0.04,"1,260.00","1,225.00","1,225.00","1,247","1,547,466.00",03/07/2022
184,SEF,10.45,-1.14,10.57,10.45,10.51,"48,075","505,388.75",03/07/2022
185,SFCL,332.50,-1.34,343.00,332.30,343.00,"7,425","2,512,325.80",03/07/2022
186,SFMF,11.45,-1.21,11.45,11.45,11.45,"1,200","13,740.00",03/07/2022
187,SGI,556.00,-1.4,566.00,552.00,555.00,"4,263","2,369,701.00",03/07/2022
188,SHEL,454.00,0.22,462.00,437.10,462.00,"6,805","3,022,290.50",03/07/2022
189,SHINE,379.80,0.74,384.00,375.00,375.00,"27,787","10,537,121.00",03/07/2022
190,SHIVM,"1,107.00",2.03,"1,123.00","1,030.00","1,085.00","253,914","276,932,863.50",03/07/2022
191,SHL,204.00,0.49,208.90,204.00,206.90,"16,553","3,415,599.50",03/07/2022
192,SHPC,401.00,-0.99,409.90,398.60,406.00,"116,573","46,871,310.40",03/07/2022
193,SIC,"1,261.00",-0.55,"1,275.00","1,261.00","1,268.00","1,326","1,676,578.60",03/07/2022
194,SICL,"1,360.00",-0.14,"1,385.90","1,360.00","1,385.90","5,514","7,535,620.30",03/07/2022
195,SIFC,400.00,-0.74,415.00,395.00,409.00,"8,690","3,524,391.00",03/07/2022
196,SIGS2,10.71,-1.74,10.72,10.70,10.72,"11,000","117,795.00",03/07/2022
197,SIL,900.00,-0.55,911.00,887.00,905.00,"4,313","3,878,132.80",03/07/2022
198,SINDU,360.00,-0.72,369.80,360.00,363.50,"12,761","4,632,513.00",03/07/2022
199,SJCL,363.00,-0.14,372.00,361.00,365.00,"16,931","6,149,512.00",03/07/2022
200,SKBBL,"1,194.00",-0.08,"1,200.00","1,188.00","1,200.00","8,672","10,333,904.20",03/07/2022
201,SLBBL,984.00,0.41,999.00,980.00,999.00,"3,027","2,984,446.90",03/07/2022
202,SLBSL,"1,250.00",4.34,"1,299.00","1,178.00","1,198.00",716,"873,138.80",03/07/2022
203,SLCF,8.81,-1.12,8.97,8.75,8.75,"21,350","188,391.70",03/07/2022
204,SLI,514.00,-0.23,517.00,506.00,506.00,"9,124","4,643,782.40",03/07/2022
205,SLICL,626.00,-1.42,644.80,623.00,625.20,"21,547","13,521,670.80",03/07/2022
206,SMATA,"1,030.00",1.98,"1,058.00","1,020.00","1,020.00",976,"1,010,082.00",03/07/2022
207,SMB,"1,762.80",0.62,"1,822.70","1,720.00","1,750.00",502,"883,040.20",03/07/2022
208,SMFBS,"1,863.00",-1.94,"1,899.90","1,863.00","1,899.90",131,"244,250.00",03/07/2022
209,SMFDB,"1,084.00",-0.09,"1,106.00","1,080.00","1,085.00",90,"97,790.00",03/07/2022
210,SPC,680.00,-2.86,728.00,670.00,686.70,"7,425","5,116,953.00",03/07/2022
211,SPDL,441.00,-1.78,456.00,438.00,445.00,"32,386","14,464,059.80",03/07/2022
212,SRBL,252.00,0.4,255.00,250.00,253.00,"14,129","3,560,686.30",03/07/2022
213,SRD80,975.00,-0.51,980.00,975.00,980.00,300,"293,000.00",03/07/2022
214,SSHL,371.00,3.08,371.20,350.00,353.00,"35,232","12,532,998.90",03/07/2022
215,STC,"5,650.00",-0.37,"5,739.00","5,605.00","5,676.00","1,268","7,184,325.00",03/07/2022
216,SWBBL,"1,173.00",-1.43,"1,192.00","1,170.00","1,192.00","3,202","3,765,081.00",03/07/2022
217,TPC,675.00,0.15,683.40,657.00,666.00,"11,784","7,862,237.00",03/07/2022
218,TRH,347.90,1.43,349.00,343.00,343.00,"2,021","694,101.00",03/07/2022
219,UIC,634.90,2.4,640.00,619.90,632.40,"9,139","5,741,784.30",03/07/2022
220,ULI,599.90,-0.68,609.00,588.00,593.00,"10,041","6,051,054.00",03/07/2022
221,UMHL,361.50,-0.96,372.00,360.00,370.00,"48,284","17,675,670.80",03/07/2022
222,UMRH,869.00,-3.23,890.00,850.00,890.00,"4,502","3,897,936.40",03/07/2022
223,UNHPL,341.00,-1.45,355.00,340.00,350.00,"7,963","2,734,493.70",03/07/2022
224,UNL,"18,463.00",2,"18,463.00","18,400.00","18,400.00",30,"552,630.00",03/07/2022
225,UPCL,317.00,-3.35,334.00,315.10,334.00,"118,133","38,176,275.40",03/07/2022
226,UPPER,601.00,-1.15,615.00,600.40,608.90,"69,815","42,169,524.00",03/07/2022
227,USLB,"1,390.00",-1.25,"1,435.00","1,387.00","1,435.00",579,"806,677.30",03/07/2022
228,VLBS,"1,190.00",-0.92,"1,225.00","1,190.00","1,225.00","2,151","2,568,537.50",03/07/2022
229,WNLB,"1,395.10",2.13,"1,476.00","1,366.00","1,366.00",895,"1,261,619.00",03/07/2022
1,ACLBSL,"1,310.30",-0.36,"1,317.00","1,300.00","1,300.00","1,493","1,956,032.10",03/09/2022
2,ADBL,383.90,-0.29,390.00,381.10,389.00,"20,104","7,722,641.10",03/09/2022
3,ADBLD83,975.00,-1.46,980.00,975.00,980.00,"1,800","1,755,050.00",03/09/2022
4,AHPC,477.00,-3.44,501.00,472.00,500.00,"196,009","93,861,908.20",03/09/2022
5,AIL,626.00,-1.57,639.00,624.00,635.00,"4,103","2,580,542.50",03/09/2022
6,AKJCL,278.50,-3.57,293.90,276.20,293.90,"60,791","17,031,856.20",03/09/2022
7,AKPL,477.00,-3.03,501.70,475.30,491.90,"67,492","32,540,721.10",03/09/2022
8,ALBSL,"1,391.00",-3.37,"1,468.20","1,380.00","1,439.50","1,582","2,215,299.20",03/09/2022
9,ALICL,782.00,-1.64,810.00,780.00,810.00,"8,131","6,381,013.00",03/09/2022
10,API,485.00,1.25,488.00,469.00,479.00,"206,132","97,909,985.20",03/09/2022
11,BARUN,487.20,-0.98,499.00,469.00,499.00,"23,699","11,363,186.00",03/09/2022
12,BBC,"4,193.00",-5.78,"4,449.00","4,193.00","4,449.00","1,580","6,742,340.00",03/09/2022
13,BFC,423.00,-2.76,435.00,418.10,432.10,"14,814","6,288,755.50",03/09/2022
14,BNHC,665.00,-5.41,714.00,657.00,703.00,"7,166","4,843,514.60",03/09/2022
15,BNT,"13,840.00",-0.07,"13,840.00","13,574.00","13,800.00",116,"1,585,920.00",03/09/2022
16,BOKL,255.00,-1.54,264.00,254.00,256.00,"25,345","6,481,075.60",03/09/2022
17,BPCL,399.00,-1.48,406.00,397.00,405.90,"20,925","8,367,064.30",03/09/2022
18,CBBL,"1,206.00",-0.82,"1,222.00","1,200.00","1,220.00","10,169","12,292,276.00",03/09/2022
19,CBL,224.00,-2.18,232.90,223.00,229.00,"89,781","20,209,797.70",03/09/2022
20,CCBL,223.00,-1.24,228.00,221.00,228.00,"42,978","9,582,727.00",03/09/2022
21,CFCL,399.90,-2.46,418.20,399.90,418.20,"14,583","5,869,485.70",03/09/2022
22,CGH,"1,336.00",-0.01,"1,336.00","1,314.00","1,320.00","2,604","3,447,805.00",03/09/2022
23,CHCL,476.00,-1.63,490.80,473.00,485.00,"28,676","13,690,763.20",03/09/2022
24,CHDC,854.00,-2.23,896.00,853.00,880.00,"9,139","7,914,746.90",03/09/2022
25,CHL,435.00,-2.9,455.00,433.00,455.00,"9,908","4,361,081.00",03/09/2022
26,CIT,"2,948.90",-0.68,"3,000.00","2,930.00","2,969.00","5,443","16,060,226.80",03/09/2022
27,CMF1,9.55,-1.55,9.59,9.55,9.59,"17,516","167,631.04",03/09/2022
28,CMF2,10.21,2.1,10.21,9.82,10.00,"6,000","60,041.00",03/09/2022
29,CORBL,478.00,-1.44,495.00,478.00,490.00,"1,974","955,928.00",03/09/2022
30,CZBIL,262.00,-0.76,265.00,259.10,264.00,"52,715","13,768,382.40",03/09/2022
31,DDBL,"1,098.10",-1.96,"1,120.00","1,098.10","1,120.00","11,178","12,347,207.50",03/09/2022
32,DHPL,295.00,-2.67,309.00,295.00,309.00,"18,412","5,487,902.50",03/09/2022
33,EBL,536.00,-0.74,540.00,531.00,537.00,"11,289","6,030,498.00",03/09/2022
34,EDBL,441.00,-3.27,455.00,435.10,450.00,"12,740","5,630,798.50",03/09/2022
35,EIC,571.00,-3.38,585.00,570.00,585.00,"5,307","3,071,637.20",03/09/2022
36,EICPO,449.80,-0.11,458.90,449.80,458.90,20,"9,087.00",03/09/2022
37,ENL,310.50,3.99,310.50,298.60,298.60,27,"8,227.50",03/09/2022
38,FMDBL,740.00,-2.37,770.00,738.00,760.10,"20,448","15,265,245.00",03/09/2022
39,FOWAD,"2,200.00",-0.18,"2,220.00","2,187.00","2,220.00","3,835","8,436,491.30",03/09/2022
40,GBBL,534.00,-0.28,543.00,530.00,543.00,"41,257","22,026,481.00",03/09/2022
41,GBD80/81,932.00,-2,946.00,932.00,946.00,170,"159,340.00",03/09/2022
42,GBIME,313.00,-1.26,320.00,310.00,320.00,"55,375","17,340,616.40",03/09/2022
43,GBLBS,846.00,-0.94,855.00,837.00,853.00,"14,412","12,189,364.20",03/09/2022
44,GFCL,558.60,-3.39,577.00,558.60,577.00,"7,928","4,487,693.80",03/09/2022
45,GHL,305.00,-3.79,321.00,300.00,320.00,"52,856","16,182,790.50",03/09/2022
46,GIC,539.00,-2,542.30,530.00,540.30,"2,338","1,251,621.00",03/09/2022
47,GILB,"1,556.00",0.06,"1,586.00","1,550.00","1,586.00","1,779","2,764,960.00",03/09/2022
48,GIMES1,11.51,0.09,11.73,11.39,11.50,"16,115","185,129.00",03/09/2022
49,GLBSL,"1,284.00",1.1,"1,284.00","1,245.20","1,267.10",526,"660,273.60",03/09/2022
50,GLH,453.00,-1.74,453.00,441.00,451.80,"9,044","4,033,447.00",03/09/2022
51,GLICL,538.00,-1.82,558.90,520.00,538.00,"21,239","11,519,664.70",03/09/2022
52,GMFBS,"1,160.00",-1.28,"1,170.00","1,141.60","1,160.00","1,454","1,686,416.00",03/09/2022
53,GMFIL,386.00,-1.56,396.00,375.10,394.90,"12,168","4,669,401.30",03/09/2022
54,GRDBL,318.00,-1.85,324.00,312.00,318.00,"4,952","1,560,967.40",03/09/2022
55,GUFL,578.40,-2.79,613.00,570.10,595.00,"23,667","13,855,446.20",03/09/2022
56,GWFD83,"1,100.00",0,"1,100.00","1,100.00","1,100.00",175,"192,500.00",03/09/2022
57,HDHPC,295.00,-1.67,305.00,290.00,300.00,"66,004","19,434,639.70",03/09/2022
58,HDL,"3,831.00",-1.42,"3,940.00","3,812.00","3,940.00","20,688","79,555,417.40",03/09/2022
59,HGI,603.00,-2.11,616.00,590.00,616.00,"5,052","3,029,727.30",03/09/2022
60,HIDCL,278.10,-2.73,291.60,275.50,291.60,"147,490","41,292,596.70",03/09/2022
61,HPPL,423.90,-3.66,440.00,419.00,438.00,"14,105","6,011,973.00",03/09/2022
62,HURJA,442.00,-4.12,452.10,442.00,452.10,"2,120","945,724.00",03/09/2022
63,ICFC,649.70,3.95,649.70,590.10,630.00,"98,397","59,549,502.40",03/09/2022
64,IGI,655.00,-0.98,674.00,655.00,663.00,"10,426","6,874,429.50",03/09/2022
65,ILBS,"1,157.00",-2.67,"1,180.00","1,157.00","1,180.00","1,130","1,319,585.60",03/09/2022
66,JBBL,378.00,-3.08,395.00,378.00,394.00,"48,755","18,697,954.40",03/09/2022
67,JBLB,"4,949.90",1.45,"4,950.00","4,865.00","4,900.00","12,579","61,564,294.40",03/09/2022
68,JFL,470.00,-3.92,490.00,460.00,485.00,"9,803","4,625,227.60",03/09/2022
69,JLI,556.00,1.09,560.00,545.00,549.00,"6,802","3,753,703.00",03/09/2022
70,JOSHI,287.00,-4.01,312.00,285.40,300.00,"33,999","10,011,591.80",03/09/2022
71,JSLBB,"2,200.00",-0.81,"2,259.00","2,180.00","2,259.00","1,279","2,811,841.50",03/09/2022
72,KBL,232.00,-0.85,237.00,230.20,237.00,"33,303","7,716,199.30",03/09/2022
73,KEF,9.08,0.11,9.20,9.04,9.05,"12,060","109,357.60",03/09/2022
74,KKHC,291.00,-3.32,302.10,291.00,300.00,"12,246","3,640,183.20",03/09/2022
75,KLBSL,"1,416.00",-2.68,"1,432.10","1,414.00","1,432.10","1,711","2,437,667.00",03/09/2022
76,KMCDB,"1,200.00",-1.4,"1,230.00","1,200.00","1,230.00","2,524","3,044,384.00",03/09/2022
77,KPCL,495.00,-2.94,510.00,486.10,510.00,"4,499","2,230,101.10",03/09/2022
78,KRBL,371.00,-2.11,380.00,371.00,375.00,"3,045","1,135,814.00",03/09/2022
79,KSBBL,448.10,-2.37,466.00,448.00,460.00,"33,844","15,318,493.10",03/09/2022
80,LBBL,438.00,-2.67,454.00,434.00,454.00,"36,436","16,018,695.70",03/09/2022
81,LBL,262.00,0,267.00,261.70,267.00,"22,665","5,951,207.50",03/09/2022
82,LEC,363.00,-2.42,378.00,352.00,378.00,"11,995","4,287,671.00",03/09/2022
83,LEMF,10.26,-0.29,10.50,10.26,10.49,"47,950","493,080.00",03/09/2022
84,LGIL,650.00,-1.69,663.00,650.00,662.00,"12,353","8,091,384.00",03/09/2022
85,LICN,"1,755.00",-2.93,"1,790.00","1,719.10","1,780.00","9,898","17,239,893.40",03/09/2022
86,LLBS,"1,332.00",0.08,"1,332.00","1,310.00","1,331.00",440,"580,721.60",03/09/2022
87,LUK,10.24,1.89,10.25,10.05,10.05,950,"9,661.50",03/09/2022
88,MBJC,378.00,-2.83,393.00,374.90,387.00,"26,126","9,916,217.00",03/09/2022
89,MBL,290.00,-0.68,294.00,288.00,290.00,"54,286","15,754,896.40",03/09/2022
90,MDB,439.10,-4.54,467.00,439.00,467.00,"17,172","7,639,209.80",03/09/2022
91,MEGA,257.90,-1.19,265.00,257.00,263.00,"27,251","7,047,099.50",03/09/2022
92,MEN,"1,135.00",8.1,"1,135.00","1,014.00","1,032.00","2,253","2,339,256.50",03/09/2022
93,MERO,996.00,-0.4,"1,000.00",990.00,"1,000.00","3,792","3,769,845.00",03/09/2022
94,MFIL,593.00,-2.95,622.00,593.00,620.00,"14,736","8,842,889.10",03/09/2022
95,MFLD85,904.80,-1.97,904.80,904.80,904.80,15,"13,572.00",03/09/2022
96,MHNL,398.20,-4.74,426.30,398.00,418.00,"12,372","4,978,219.00",03/09/2022
97,MKJC,646.00,-2.86,675.00,615.00,675.00,"9,292","5,981,235.80",03/09/2022
98,MKLB,"1,265.10",-1.93,"1,271.10","1,265.00","1,268.00",495,"628,057.00",03/09/2022
99,MLBBL,"1,497.00",-2.86,"1,522.00","1,466.00","1,520.00",804,"1,206,494.00",03/09/2022
100,MLBL,435.00,-2.68,454.00,435.00,454.00,"28,718","12,588,286.70",03/09/2022
101,MLBS,"1,335.00",-1.04,"1,345.00","1,333.00","1,336.00",471,"630,343.00",03/09/2022
102,MLBSL,"3,583.00",-0.47,"3,665.00","3,570.00","3,650.00","1,033","3,712,671.40",03/09/2022
103,MMF1,8.70,-1.92,8.75,8.65,8.72,"25,330","220,452.00",03/09/2022
104,MMFDB,"1,191.00",-2.37,"1,200.00","1,181.00","1,200.00","2,633","3,150,719.50",03/09/2022
105,MNBBL,472.00,-2.78,494.00,471.80,488.00,"43,611","20,857,197.60",03/09/2022
106,MPFL,372.00,-1.85,379.00,358.00,372.00,"4,336","1,582,914.50",03/09/2022
107,MSLB,"1,372.00",-3.38,"1,438.00","1,372.00","1,401.00",902,"1,255,617.50",03/09/2022
108,NABBC,485.50,-3.48,498.00,483.20,495.00,"2,942","1,437,335.50",03/09/2022
109,NABIL,"1,007.90",-0.4,"1,020.00","1,006.00","1,011.90","35,691","36,048,709.90",03/09/2022
110,NBF2,10.80,0.93,10.89,10.70,10.70,"20,150","216,752.00",03/09/2022
111,NBF3,9.00,-0.22,9.02,8.85,8.86,"35,130","312,815.50",03/09/2022
112,NBL,337.00,0.3,340.00,332.00,340.00,"40,006","13,390,770.50",03/09/2022
113,NBLD85,836.00,-0.54,836.20,836.00,836.20,95,"79,432.00",03/09/2022
114,NCCB,246.00,-1.17,251.90,244.50,245.00,"32,692","8,054,057.50",03/09/2022
115,NEF,10.80,-0.92,10.80,10.70,10.70,"4,380","46,966.00",03/09/2022
116,NFS,621.00,-2.97,640.00,615.00,640.00,"16,519","10,319,828.60",03/09/2022
117,NGPL,590.00,-2.8,610.00,588.00,607.00,"29,487","17,553,625.80",03/09/2022
118,NHDL,474.00,-5.2,510.00,473.00,500.00,"17,965","8,665,575.30",03/09/2022
119,NHPC,305.00,-2.8,320.00,301.00,313.80,"104,919","32,291,099.10",03/09/2022
120,NIBLPF,10.60,0.86,10.60,10.51,10.55,"50,273","529,898.03",03/09/2022
121,NIBSF2,8.90,-0.22,8.97,8.80,8.80,"1,400","12,448.00",03/09/2022
122,NICA,760.00,-1.81,785.00,750.00,785.00,"138,776","104,851,922.10",03/09/2022
123,NICAD8283,"1,000.00",-0.99,"1,000.00","1,000.00","1,000.00",25,"25,000.00",03/09/2022
124,NICBF,10.60,0.47,10.60,10.53,10.54,"18,518","195,380.80",03/09/2022
125,NICGF,11.51,-1.62,11.62,11.51,11.61,"21,850","253,528.50",03/09/2022
126,NICL,748.00,-1.97,764.00,745.00,764.00,"13,944","10,485,973.00",03/09/2022
127,NICLBSL,"1,025.00",-0.49,"1,040.00","1,021.00","1,021.00","4,958","5,087,320.00",03/09/2022
128,NICSF,8.62,-1.26,8.74,8.53,8.74,"13,725","118,882.75",03/09/2022
129,NIFRA,323.00,-2.12,333.00,321.50,330.00,"96,432","31,315,138.70",03/09/2022
130,NIL,"1,098.50",-0.14,"1,111.00","1,085.10","1,108.00","6,746","7,372,672.30",03/09/2022
